video_id,url,title,channel,status,source,chars
SZdCPuP3KWA,https://www.youtube.com/watch?v=SZdCPuP3KWA,Claude 4 Machine Learning HFT Trading Bots,Moon Dev,ok,ytdlp,47466
CyGP44h1j98,https://www.youtube.com/watch?v=CyGP44h1j98,Claude Makes High Frequency Trading Bots Possible For Regular People,Moon Dev,ok,ytdlp,50392
kL19wF6nWCk,https://www.youtube.com/watch?v=kL19wF6nWCk,Claude Code Built 4 Trading Bots While GPT-5 Found Crazy Alpha,Moon Dev,ok,ytdlp,63791
taOBbyjmvh4,https://www.youtube.com/watch?v=taOBbyjmvh4,Claude Code Made High Frequency Trading Possible For Retail,Moon Dev,ok,ytdlp,36384
VnPs8p2Gqck,https://www.youtube.com/watch?v=VnPs8p2Gqck,Claude Code Just Changed Algorithmic Trading Forever,Moon Dev,ok,ytdlp,49395
if4BRU2PXFs,https://www.youtube.com/watch?v=if4BRU2PXFs,Claude Sonnet 4.5 But In Charge of 2 Trading Bots (you get the code),Moon Dev,ok,ytdlp,43035
LZJhiu8hGoM,https://www.youtube.com/watch?v=LZJhiu8hGoM,Claude Sonnet 4.5 Built Me 4 HFT Trading Bots,Moon Dev,ok,ytdlp,81874
n5TytN0gB0E,https://www.youtube.com/watch?v=n5TytN0gB0E,i built a crypto arbitrage bot with AI (+ give you all code),Moon Dev,ok,ytdlp,20117
YQGp7Fk2X3E,https://www.youtube.com/watch?v=YQGp7Fk2X3E,Claude Code For Aster Trading Bots,Moon Dev,ok,ytdlp,43453
sZSyOMC9bNU,https://www.youtube.com/watch?v=sZSyOMC9bNU,claude code just drastically changed trading view forever,Moon Dev,ok,ytdlp,70076
l8rZsdVfXKc,https://www.youtube.com/watch?v=l8rZsdVfXKc,Claude Code Just Made An Impossible Trading Bot Possible,Moon Dev,ok,ytdlp,24404
ev4GG4E4h-g,https://www.youtube.com/watch?v=ev4GG4E4h-g,i cracked tradingview only using claude code agents,Moon Dev,ok,ytdlp,24503
rvSHIP8r-5o,https://www.youtube.com/watch?v=rvSHIP8r-5o,Claude Code 4 Tradingview To Make You ACTUALLY Profitable,Moon Dev,ok,ytdlp,21879
73I6_4J7-k8,https://www.youtube.com/watch?v=73I6_4J7-k8,actual AI trading bots that anyone can build,Moon Dev,ok,ytdlp,43025
Hqb00u1jgSM,https://www.youtube.com/watch?v=Hqb00u1jgSM,Claude Code Makes Onchain Trading EASY,Moon Dev,ok,ytdlp,72746
c1k3aKkLg_c,https://www.youtube.com/watch?v=c1k3aKkLg_c,i cracked the code to TRADING VIEW with CLAUDE CODE,Moon Dev,ok,ytdlp,68498
Du8lROM8Xqk,https://www.youtube.com/watch?v=Du8lROM8Xqk,hands down easiest way to automate your trading with claude code,Moon Dev,ok,ytdlp,48549
Tvs3wEt2H8I,https://www.youtube.com/watch?v=Tvs3wEt2H8I,how to actually use claude code for trading,Moon Dev,ok,ytdlp,48215
_H16t9F4htI,https://www.youtube.com/watch?v=_H16t9F4htI,i figured out the secret to Prediction Markets with Claude code ($2.2m),Moon Dev,ok,ytdlp,95704
ffuE5QuHuQU,https://www.youtube.com/watch?v=ffuE5QuHuQU,i cracked the code to PREDICTION markets with CLAUDE code,Moon Dev,ok,ytdlp,98192
sJfwegO57U4,https://www.youtube.com/watch?v=sJfwegO57U4,This New Claude Agent Just Changed Trading Forever (182%),Moon Dev,ok,ytdlp,51963
RkKB725yyn4,https://www.youtube.com/watch?v=RkKB725yyn4,Claude Code Just Made Finding Winning Trading Strategies EASY,Moon Dev,ok,ytdlp,51105
q4pQz5qu9QE,https://www.youtube.com/watch?v=q4pQz5qu9QE,Can AI significantly improve Trading in 2025? i tested it.,Moon Dev,ok,ytdlp,40429
DV7nfIECiZw,https://www.youtube.com/watch?v=DV7nfIECiZw,Prediction Market Trading Bot in Python (Polymarket API step by step),Moon Dev,ok,ytdlp,248522
F5ktIwGWRGk,https://www.youtube.com/watch?v=F5ktIwGWRGk,Why ChatGPT Can't Predict Crypto But This AI Can!,Moon Dev,ok,ytdlp,125441
SCvUYdh6rjA,https://www.youtube.com/watch?v=SCvUYdh6rjA,Results of Actual AI Applied To Trading,Moon Dev,ok,ytdlp,148753
WlrIIlsYa3g,https://www.youtube.com/watch?v=WlrIIlsYa3g,Use AI in Trading (The Easy Way),Moon Dev,ok,ytdlp,39388
d5Ve3UWVFyI,https://www.youtube.com/watch?v=d5Ve3UWVFyI,Everything You Need To Start Making AI Trading Bots (As A Beginner),Moon Dev,ok,ytdlp,27169
Vu62g43_1aE,https://www.youtube.com/watch?v=Vu62g43_1aE,Harvard Algorithmic Trading with AI (for CS50 Grads),Moon Dev,ok,ytdlp,72266
frrfFXfG-Rg,https://www.youtube.com/watch?v=frrfFXfG-Rg,how to actually build ai agents that trade autonomously,Moon Dev,ok,ytdlp,17025
JwGfdnnyUAs,https://www.youtube.com/watch?v=JwGfdnnyUAs,how to actually use ai for trading,Moon Dev,ok,ytdlp,230353
mMrkbszl9Xo,https://www.youtube.com/watch?v=mMrkbszl9Xo,Dr. Ernest Chan: His Unheard Approach To AI in Trading,Moon Dev,ok,ytdlp,44619
DnjdSmwe4Cc,https://www.youtube.com/watch?v=DnjdSmwe4Cc,this is the best ai trading bot i've seen autogpt build in python,Moon Dev,ok,ytdlp,15256
g4zY3JMtb0Q,https://www.youtube.com/watch?v=g4zY3JMtb0Q,ChatGPT Tutorial: Can AI Really Replace Human Traders?,Moon Dev,ok,ytdlp,12412
v5qTYnMiUw4,https://www.youtube.com/watch?v=v5qTYnMiUw4,Chat GPT Trading Bot | i Stopped coding without AI for algo trading,Moon Dev,ok,ytdlp,37479
QLYmpGlZpG0,https://www.youtube.com/watch?v=QLYmpGlZpG0,How To Use OpenAI to build a Trading Bot (ChatGPT ai),Moon Dev,ok,ytdlp,40622
PQobaztIiCo,https://www.youtube.com/watch?v=PQobaztIiCo,600 AI Strategies to 10 Real Trades | AI Trading Masterclass,QuantInsti,ok,ytdlp,3989
55WHNhxOXzA,https://www.youtube.com/watch?v=55WHNhxOXzA,You don’t always need to predict market direction to find a trading opportunity.,QuantInsti,ok,ytdlp,693
oo8b_61suw4,https://www.youtube.com/watch?v=oo8b_61suw4,Tested 300+ trading ideas faster with AI agents.,QuantInsti,ok,ytdlp,747
y5Xks7DbWww,https://www.youtube.com/watch?v=y5Xks7DbWww,Can you really predict market volatility?,QuantInsti,ok,ytdlp,885
vwSMQ22zLPg,https://www.youtube.com/watch?v=vwSMQ22zLPg,Effective uses of AI in Trading,QuantInsti,ok,ytdlp,564
-TObBHDcINw,https://www.youtube.com/watch?v=-TObBHDcINw,Agentic AI in Trading: Build a Multi-Agent Quant Research System (Stop Coding Alone),QuantInsti,ok,ytdlp,6833
-sgDDdQlEmo,https://www.youtube.com/watch?v=-sgDDdQlEmo,Where AI Provides the BIGGEST Leverage for Starting a Trading Desk,QuantInsti,ok,ytdlp,1386
RCm2C8J9R8s,https://www.youtube.com/watch?v=RCm2C8J9R8s,Where AI Provides the BIGGEST Leverage for Starting a Trading Desk,QuantInsti,ok,ytdlp,3344
Ey6jdkH3sgc,https://www.youtube.com/watch?v=Ey6jdkH3sgc,Alternative Data & AI for Retail Traders | Dr. Tucker Balch Explains,QuantInsti,ok,ytdlp,741
Bsnsc0c86K4,https://www.youtube.com/watch?v=Bsnsc0c86K4,What's the Minimum Viable AI Setup for Individual Traders?,QuantInsti,ok,ytdlp,2799
11krMcRa7Vc,https://www.youtube.com/watch?v=11krMcRa7Vc,How can AI and advanced ML impact alpha discovery for smaller trading desks,QuantInsti,ok,ytdlp,1145
3ECPd8NWNXU,https://www.youtube.com/watch?v=3ECPd8NWNXU,How AI Effectively Assists Independent Traders with Limited Resources,QuantInsti,ok,ytdlp,3315
kH5W7NOGhsI,https://www.youtube.com/watch?v=kH5W7NOGhsI,GenAI for Alpha Discovery: LLMs Leveling the Quant Trading Field for Small Desks,QuantInsti,ok,ytdlp,6393
62pfbky3KPQ,https://www.youtube.com/watch?v=62pfbky3KPQ,How AI Is Reshaping Trading Today |  Algorithmic Trading Conference 2025,QuantInsti,ok,ytdlp,111692
QwCN2Vl_sNI,https://www.youtube.com/watch?v=QwCN2Vl_sNI,From Research Paper to Python Code with ChatGPT | Step‑by‑Step Quant Trading Demo,QuantInsti,ok,ytdlp,559
9wzeTSvSE24,https://www.youtube.com/watch?v=9wzeTSvSE24,From Research Paper to Python Code | Quant Trading Strategy Analysis with ChatGPT,QuantInsti,ok,ytdlp,454
Fsvds-d2P-o,https://www.youtube.com/watch?v=Fsvds-d2P-o,"EPAT by QuantInsti: Learn Python, Backtesting, APIs & Machine Learning for Real Quant Trading",QuantInsti,ok,ytdlp,9903
_KajD3SbRRw,https://www.youtube.com/watch?v=_KajD3SbRRw,From Research Paper to Python Code | Quant Trading Strategy Analysis with ChatGPT,QuantInsti,ok,ytdlp,21712
o3m2Djm2AiU,https://www.youtube.com/watch?v=o3m2Djm2AiU,Monte Carlo Simulation in Trading: Predict Market Moves Fast!,QuantInsti,ok,ytdlp,1582
SPyAu0crMt0,https://www.youtube.com/watch?v=SPyAu0crMt0,How to Backtest a Machine Learning Trading Strategy using Python,QuantInsti,ok,ytdlp,7137
VyKvMvJ0h_8,https://www.youtube.com/watch?v=VyKvMvJ0h_8,What is Autoregression? | Autoregression explained #education #trading #autoregression,QuantInsti,ok,ytdlp,844
p5QnFyMKFLQ,https://www.youtube.com/watch?v=p5QnFyMKFLQ,Quiz! What does a high/put call ratio usually suggest about market sentiment?,QuantInsti,ok,ytdlp,463
UXaTFpU1ap0,https://www.youtube.com/watch?v=UXaTFpU1ap0,A time-varying-parameter vector autoregression model with stochastic volatility #trading #economics,QuantInsti,ok,ytdlp,773
IzA4mgAs3uQ,https://www.youtube.com/watch?v=IzA4mgAs3uQ,What is Thematic Index Investing? | Application of LLMs in Portfolio Management #llm #trading #ai,QuantInsti,ok,ytdlp,824
mMqLtnsU08o,https://www.youtube.com/watch?v=mMqLtnsU08o,Financial LLMs | Large Language Models in Finance #llm #finance #trading #algorithmictrading,QuantInsti,ok,ytdlp,1003
98COAyEqJjM,https://www.youtube.com/watch?v=98COAyEqJjM,Reinforcement Learning in Finance #reinforcementlearning #finance #trading,QuantInsti,ok,ytdlp,737
yXBHPZzf2Bs,https://www.youtube.com/watch?v=yXBHPZzf2Bs,LLMs in Finance | Using large language models in finance #finance #trading #futureoffinance,QuantInsti,ok,ytdlp,958
7EXNr5GlxTs,https://www.youtube.com/watch?v=7EXNr5GlxTs,Trading Using LLM | Generative AI & Sentiment Analysis for Finance | Webinar,QuantInsti,ok,ytdlp,52223
dt0LctyMniQ,https://www.youtube.com/watch?v=dt0LctyMniQ,Reinforcement Learning in Finance: Unlocking AI-Driven Trading Strategies with Dr. Paul Bilokon,QuantInsti,ok,ytdlp,46862
4OD3Z-xDwFY,https://www.youtube.com/watch?v=4OD3Z-xDwFY,Implementation of Machine Learning in Momentum Trading | Webinar,QuantInsti,ok,ytdlp,62293
RswCmPFn6TY,https://www.youtube.com/watch?v=RswCmPFn6TY,ChatGPT and Algo Trading: Exploring Opportunities & Challenges | AI-Powered Trading Workshop 2024,QuantInsti,ok,ytdlp,48283
ubHjSSYZTVc,https://www.youtube.com/watch?v=ubHjSSYZTVc,What are the challenges of implementing machine learning in trading?,QuantInsti,ok,ytdlp,1040
a-vngRRMgqU,https://www.youtube.com/watch?v=a-vngRRMgqU,4 ways AI and ML can impact your algo trading career #ai #fintech #ml #algotrading #aiintrading,QuantInsti,ok,ytdlp,996
WaPVsXoNO-c,https://www.youtube.com/watch?v=WaPVsXoNO-c,Can AI predict stock prices accurately?,QuantInsti,ok,ytdlp,1005
9N2QCadbgf8,https://www.youtube.com/watch?v=9N2QCadbgf8,AI-POWERED TRADING WORKSHOP 2024 #ai #aiintrading #chatgpt,QuantInsti,no_transcript,,0
O-EVppcr9LU,https://www.youtube.com/watch?v=O-EVppcr9LU,5 Ways to Use ChatGPT for Risk Management in Trading #chatgpt #aifortrading #trading #riskmanagement,QuantInsti,ok,ytdlp,1039
NB0ppivygSg,https://www.youtube.com/watch?v=NB0ppivygSg,5 Key Applications of AI in Quantitative Finance #aiinfinance #quantitativetrading #ai #aiintrading,QuantInsti,ok,ytdlp,936
Pm9Tqmx5mXs,https://www.youtube.com/watch?v=Pm9Tqmx5mXs,Impact of AI and ML in Trading #AI #ML #trading,QuantInsti,ok,ytdlp,938
ZVX5WAPj6B8,https://www.youtube.com/watch?v=ZVX5WAPj6B8,How AI can be used in Trading? #AIfortrading #AI #algotrading,QuantInsti,ok,ytdlp,943
MIcTQTNfXj8,https://www.youtube.com/watch?v=MIcTQTNfXj8,FAQs about ChatGPT for Trading #chatgpt #trading #chatgptfortrading #LLM #algotrading,QuantInsti,ok,ytdlp,943
1nUVqtS3kEE,https://www.youtube.com/watch?v=1nUVqtS3kEE,5 Benefits of using AI by quants #quantitativetrading #quants #AI #artificialintelligence,QuantInsti,ok,ytdlp,971
yiGT0BJuZyQ,https://www.youtube.com/watch?v=yiGT0BJuZyQ,5 Benefits of ChatGPT in Trading #chatgpt #trading #algotrading #finance,QuantInsti,ok,ytdlp,796
wo66TKEnkQA,https://www.youtube.com/watch?v=wo66TKEnkQA,Applications of Deep Reinforcement Learning in Trading,QuantInsti,ok,ytdlp,834
3eIzkBgchI0,https://www.youtube.com/watch?v=3eIzkBgchI0,"FREE WEBINAR on AI for Portfolio Management by Dr. Thomas Starke | Tuesday, January 16th, 2024!",QuantInsti,ok,ytdlp,536
dtmG9tJKxvY,https://www.youtube.com/watch?v=dtmG9tJKxvY,5 Benefits of Deep Reinforcement Learning in Trading | Algo Trading Strategies,QuantInsti,ok,ytdlp,5257
simWELzc7To,https://www.youtube.com/watch?v=simWELzc7To,Types of Sentiment Analysis in Trading | Algo Trading Strategies,QuantInsti,ok,ytdlp,5138
1o1Q44opHo0,https://www.youtube.com/watch?v=1o1Q44opHo0,Q: Which approach tends to work better in stock market: Regression or classification of time series?,QuantInsti,ok,ytdlp,557
YgbQarydR8c,https://www.youtube.com/watch?v=YgbQarydR8c,Why Use Machine Learning Algorithms for Trading? | Algo Trading Strategies,QuantInsti,ok,ytdlp,4693
36Mmt_VPbD4,https://www.youtube.com/watch?v=36Mmt_VPbD4,Unlocking the Power of Machine Learning in Trading,QuantInsti,ok,ytdlp,62184
Rl8JDto2JYo,https://www.youtube.com/watch?v=Rl8JDto2JYo,ChatGPT in Quant Finance Research and Trading,QuantInsti,ok,ytdlp,64739
7sANsPrPtp4,https://www.youtube.com/watch?v=7sANsPrPtp4,Applications of Machine Learning in Options Trading | Options Trading Strategies | How and Why?,QuantInsti,ok,ytdlp,68441
EqzXtchQGWI,https://www.youtube.com/watch?v=EqzXtchQGWI,Machine Learning in Trading | Alumni Discussion Table,QuantInsti,ok,ytdlp,71978
K2XObTDM9GA,https://www.youtube.com/watch?v=K2XObTDM9GA,ChatGPT and Machine Learning in Trading,QuantInsti,ok,ytdlp,54658
tsdxkCMBWAQ,https://www.youtube.com/watch?v=tsdxkCMBWAQ,Machine Learning for Options Trading | Options Trading Strategies,QuantInsti,ok,ytdlp,61969
PXtZvBmqKSY,https://www.youtube.com/watch?v=PXtZvBmqKSY,FREE webinar | Machine Learning For Options Trading,QuantInsti,no_transcript,,0
nAOjbL5bsjA,https://www.youtube.com/watch?v=nAOjbL5bsjA,What is Corrective AI and how it can improve your investment decisions | Dr Ernest Chan,QuantInsti,ok,ytdlp,48536
vVZNse7xiSs,https://www.youtube.com/watch?v=vVZNse7xiSs,Ask Me Anything: Sentiment Analysis and Alternative Data in Trading,QuantInsti,ok,ytdlp,42414
Rn1MpizWwNY,https://www.youtube.com/watch?v=Rn1MpizWwNY,Predict Daily Stock Prices And Automate A Day Trading Strategy,QuantInsti,ok,ytdlp,51783
hxtugnzgdM4,https://www.youtube.com/watch?v=hxtugnzgdM4,Application of Machine Learning in Trading | Algo Trading Week Day 7,QuantInsti,ok,ytdlp,54588
WJZELim5wqQ,https://www.youtube.com/watch?v=WJZELim5wqQ,Using sentiment and alternative data in trading [Panel Discussion] | Algo Trading Week Day 4,QuantInsti,ok,ytdlp,61993
kqH0AaDQisY,https://www.youtube.com/watch?v=kqH0AaDQisY,Machine Learning For Trading | Random Forest Regression Model in Forex Trading by Christos Gklinavos,QuantInsti,no_transcript,,0
zNWpEW6cAeo,https://www.youtube.com/watch?v=zNWpEW6cAeo,Machine Learning and Sentiment Analysis [Algo Trading Project Webinar],QuantInsti,ok,ytdlp,11602
vNrM5mhe-EA,https://www.youtube.com/watch?v=vNrM5mhe-EA,Optimal Portfolio Allocation Using Machine Learning,QuantInsti,no_transcript,,0
rjrfVrGpAC8,https://www.youtube.com/watch?v=rjrfVrGpAC8,Forex Trading Tutorial | Learn to Use Machine Learning and Systematic Trading in Forex,QuantInsti,ok,ytdlp,45889
RwEhy95bk4Y,https://www.youtube.com/watch?v=RwEhy95bk4Y,Bank Nifty Strategy | Predicting Bank Nifty Open Price Using Deep Learning,QuantInsti,no_transcript,,0
CzKxUir0i6s,https://www.youtube.com/watch?v=CzKxUir0i6s,Predicting Market Movement and Backtesting Trading Strategies [Algo Trading Projects] - 19 Jan. 2021,QuantInsti,ok,ytdlp,46474
SkTA60g63Ec,https://www.youtube.com/watch?v=SkTA60g63Ec,Which do you prefer for Trading - Deep Learning or Reinforcement Learning? Dr. Ernest Chan answers,QuantInsti,ok,ytdlp,1078
YXq4l-BVvy4,https://www.youtube.com/watch?v=YXq4l-BVvy4,How can people outside the domain learn to use Machine Learning in Trading? Dr. Ernest Chan answers,QuantInsti,ok,ytdlp,2233
1tk0IySPFgA,https://www.youtube.com/watch?v=1tk0IySPFgA,Queries about Machine Learning for Trading - Dr. Ernest Chan answers!,QuantInsti,ok,ytdlp,5882
cB1v7M8GFJE,https://www.youtube.com/watch?v=cB1v7M8GFJE,How to use AI & ML in trading? How to create AI/ML models and improve them? Dr Ernest Chan answers!,QuantInsti,ok,ytdlp,4350
qmsROdXwWiY,https://www.youtube.com/watch?v=qmsROdXwWiY,How to detect Fake News that affects the stock price prediction model? Dr Ernest Chan answers!,QuantInsti,ok,ytdlp,3864
b72YHbnPMHQ,https://www.youtube.com/watch?v=b72YHbnPMHQ,How to use ChatGPT for Stock Analysis: FULL Tutorial 2025 | NotebookLM,Financially Free,no_transcript,,0
ifZGvWAmOvA,https://www.youtube.com/watch?v=ifZGvWAmOvA,How to Use Perplexity AI for Stock Market Research (Beginner to Pro 2025),AI/finance channel,no_transcript,,0
FV-tVwe28Io,https://www.youtube.com/watch?v=FV-tVwe28Io,Technical Analysis for Beginners | Candlestick Patterns Demystified,trading channel,no_transcript,,0
V47CdOCDo4s,https://www.youtube.com/watch?v=V47CdOCDo4s,What Is Candlestick Chart? Basics Of Technical Analysis,CA Rachana Ranade,no_transcript,,0
L8-Y-BhF_wY,https://www.youtube.com/watch?v=L8-Y-BhF_wY,Basics of Fundamental Analysis for Stock Market Beginners,investing channel,no_transcript,,0
0z39pJSwy2o,https://www.youtube.com/watch?v=0z39pJSwy2o,How to Trade With Fibonacci Retracement,trading channel,no_transcript,,0
gfGMtIoPJyY,https://www.youtube.com/watch?v=gfGMtIoPJyY,How to Read Trading Charts Like a Pro (Full 35-Minute Course),trading channel,no_transcript,,0
EJNW_Y-9_CU,https://www.youtube.com/watch?v=EJNW_Y-9_CU,How To Invest In A Stock Market Bubble | Joseph Carlson Ep. 137,Joseph Carlson,no_transcript,,0
ajPrZt4tymE,https://www.youtube.com/watch?v=ajPrZt4tymE,How to do Algorithmic Trading in 2024 with python (FULL COURSE),Moon Dev,no_transcript,,0
m1rY2J8ZlsY,https://www.youtube.com/watch?v=m1rY2J8ZlsY,Algorithmic Trading and Price Prediction using Python Neural Network Models,Python trading channel,no_transcript,,0
3y-d_3nIOJ0,https://www.youtube.com/watch?v=3y-d_3nIOJ0,Predicting Stock/Crypto Returns with Python using Machine Learning - Logistic Regression,Algovibes,no_transcript,,0
9N2QCadbgf8,https://www.youtube.com/watch?v=9N2QCadbgf8,AI-POWERED TRADING WORKSHOP 2024 #ai #aiintrading #chatgpt,QuantInsti,no_transcript,,0
PXtZvBmqKSY,https://www.youtube.com/watch?v=PXtZvBmqKSY,FREE webinar | Machine Learning For Options Trading,QuantInsti,no_transcript,,0
kqH0AaDQisY,https://www.youtube.com/watch?v=kqH0AaDQisY,Machine Learning For Trading | Random Forest Regression Model in Forex Trading by Christos Gklinavos,QuantInsti,no_transcript,,0
vNrM5mhe-EA,https://www.youtube.com/watch?v=vNrM5mhe-EA,Optimal Portfolio Allocation Using Machine Learning,QuantInsti,no_transcript,,0
RwEhy95bk4Y,https://www.youtube.com/watch?v=RwEhy95bk4Y,Bank Nifty Strategy | Predicting Bank Nifty Open Price Using Deep Learning,QuantInsti,no_transcript,,0
8z-ieqoZG8E,https://www.youtube.com/watch?v=8z-ieqoZG8E,What are the benefits of using AI and ML in Trading? Dr Ernest Chan answers!,QuantInsti,ok,ytdlp,3454
j8XoCKYWzvk,https://www.youtube.com/watch?v=j8XoCKYWzvk,Is stock price prediction possible? Dr Ernest Chan answers!,QuantInsti,ok,ytdlp,2644
Yyr8gz50uC8,https://www.youtube.com/watch?v=Yyr8gz50uC8,Sentiment Analysis Tutorial | Learn to Predicting Stock Trends & Use Statistical Arbitrage,QuantInsti,ok,ytdlp,47572
H-c49jQxGbs,https://www.youtube.com/watch?v=H-c49jQxGbs,Why Every Trader Needs to Know This: Dr. Thomas Starke on Machine Learning Trading,QuantInsti,ok,ytdlp,53065
wxKLtaUryCw,https://www.youtube.com/watch?v=wxKLtaUryCw,Predict Trends In Stock Markets Using AI And Python Programming,QuantInsti,no_transcript,,0
m4BFOSaos7M,https://www.youtube.com/watch?v=m4BFOSaos7M,Machine Learning for Trading | Dr. Ernest Chan,QuantInsti,ok,ytdlp,41923
26B4wAd7yHA,https://www.youtube.com/watch?v=26B4wAd7yHA,Machine Learning For Traders: Technical Indicators,QuantInsti,ok,ytdlp,3146
0IWLfTomLLg,https://www.youtube.com/watch?v=0IWLfTomLLg,Machine Learning For Traders - An Introduction To Classification,QuantInsti,ok,ytdlp,5522
oG4ks-9zYn8,https://www.youtube.com/watch?v=oG4ks-9zYn8,Machine Learning For Traders: Importing Python Libraries,QuantInsti,ok,ytdlp,2762
kQc3TVaO2J4,https://www.youtube.com/watch?v=kQc3TVaO2J4,Machine Learning Trading | Terminologies,QuantInsti,ok,ytdlp,5769
c6sKPJd0fDE,https://www.youtube.com/watch?v=c6sKPJd0fDE,Machine Learning For Traders | An Introduction,QuantInsti,ok,ytdlp,4136
V1vMkd8jFy4,https://www.youtube.com/watch?v=V1vMkd8jFy4,Quantitative Finance | Machine Learning in Trading | Quantiacs | Eric Hamer,QuantInsti,ok,ytdlp,39386
rTpPwU8lBuk,https://www.youtube.com/watch?v=rTpPwU8lBuk,Trading with Machine Learning using Regression at Quantra,QuantInsti,ok,ytdlp,1459
vqFHPa3o9Gw,https://www.youtube.com/watch?v=vqFHPa3o9Gw,Trading Using Options Sentiment Indicators at Quantra.,QuantInsti,no_transcript,,0
o5BFAQK_Acw,https://www.youtube.com/watch?v=o5BFAQK_Acw,Can we use Mixture Models to Predict Market Bottoms? by Brian Christopher - 25th April 2017,QuantInsti,ok,ytdlp,33181
JAk20F2IWJ4,https://www.youtube.com/watch?v=JAk20F2IWJ4,Quantitative Trading using Sentiment Analysis | By Rajib Ranjan Borah,QuantInsti,ok,ytdlp,74983
JSyF00725gA,https://www.youtube.com/watch?v=JSyF00725gA,I trained an AI Model to Detect Trading Candlesticks (from scratch using ViTs),Nicholas Renotte,ok,ytdlp,69150
cYqNBY7i0hI,https://www.youtube.com/watch?v=cYqNBY7i0hI,I tried coding a LLM Crypto Trading Bot (to retire early $$$),Nicholas Renotte,ok,ytdlp,22114
2IGbkWm0cNo,https://www.youtube.com/watch?v=2IGbkWm0cNo,I built  a AI Investment Property Bot in 15 Minutes (to automate deals),Nicholas Renotte,ok,ytdlp,17831
YbKnsJQKazA,https://www.youtube.com/watch?v=YbKnsJQKazA,Automate Stocks and Crypto Research with Python and Deep Learning | Full Python Project,Nicholas Renotte,ok,ytdlp,86822
8StpGqv6_n0,https://www.youtube.com/watch?v=8StpGqv6_n0,Deploy and Make Predictions With Watson Studio - Part 5 - Predicting Used Car Prices,Nicholas Renotte,ok,ytdlp,8447
dWWlG5LPL6Y,https://www.youtube.com/watch?v=dWWlG5LPL6Y,Using Watson Model Builder to Predict Car Prices - Part 4 - Predicting Used Car Prices,Nicholas Renotte,ok,ytdlp,8451
iwX7pOgUHzs,https://www.youtube.com/watch?v=iwX7pOgUHzs,Clean Data and Feature Engineer in IBM Watson Studio - Part  3 - Predict Used Car Prices,Nicholas Renotte,ok,ytdlp,9675
52m8ozsv068,https://www.youtube.com/watch?v=52m8ozsv068,Upload and Visualize Data In IBM Watson Studio - Part 2 - Predicting Used Car Prices,Nicholas Renotte,ok,ytdlp,15085
wH3VPyb-LCE,https://www.youtube.com/watch?v=wH3VPyb-LCE,Getting Started With IBM Watson Studio Machine Learning - Part 1 - Predicting Used Car Prices,Nicholas Renotte,ok,ytdlp,5567
AE_6F8cuXsA,https://www.youtube.com/watch?v=AE_6F8cuXsA,Advanced AI Stock Analysis Assistant in Python,NeuralNine,ok,ytdlp,34242
ppQPThlXBgo,https://www.youtube.com/watch?v=ppQPThlXBgo,"Coding A Full Stock Prediction Tool By Prompt (Warp, Python, React)",NeuralNine,ok,ytdlp,46260
BoRELt_iYZ0,https://www.youtube.com/watch?v=BoRELt_iYZ0,Currently the best AI model on the market... #ai #artificialintelligence ar,NeuralNine,ok,ytdlp,1142
IJ50ew8wi-0,https://www.youtube.com/watch?v=IJ50ew8wi-0,Stock Price Prediction in Python with PyTorch - Full Tutorial,NeuralNine,ok,ytdlp,36385
EMoLTicNR6w,https://www.youtube.com/watch?v=EMoLTicNR6w,Flight Price Prediction in Python - Full Machine Learning Project,NeuralNine,ok,ytdlp,37991
9y9YYhCuLro,https://www.youtube.com/watch?v=9y9YYhCuLro,Financial Stock Assistant Chatbot with ChatGPT in Python,NeuralNine,ok,ytdlp,35907
A1eU51jPpXQ,https://www.youtube.com/watch?v=A1eU51jPpXQ,Laptop Price Prediction with Python,NeuralNine,ok,ytdlp,35146
Wqmtf9SA_kk,https://www.youtube.com/watch?v=Wqmtf9SA_kk,House Price Prediction in Python - Full Machine Learning Project,NeuralNine,ok,ytdlp,36144
03H2_ekdv2I,https://www.youtube.com/watch?v=03H2_ekdv2I,Predicting Stock Prices with FBProphet in Python,NeuralNine,ok,ytdlp,18633
GFSiL6zEZF0,https://www.youtube.com/watch?v=GFSiL6zEZF0,Predicting Crypto Prices in Python,NeuralNine,ok,ytdlp,27797
c6_cW8-wBIk,https://www.youtube.com/watch?v=c6_cW8-wBIk,Standard Price and Volume Bars || Financial Data Structures || Financial Machine Learning,QuantPy,ok,ytdlp,20206
q_HS4s1L8UI,https://www.youtube.com/watch?v=q_HS4s1L8UI,Amazon Stock Forecasting in PyTorch with LSTM Neural Network (Time Series Forecasting) | Tutorial 3,Greg Hogg,ok,ytdlp,33022
TeXxOJDfbjI,https://www.youtube.com/watch?v=TeXxOJDfbjI,The Learning Rate Tradeoff in Deep Learning #shorts,Greg Hogg,ok,ytdlp,986
Dkozn_kNvCA,https://www.youtube.com/watch?v=Dkozn_kNvCA,The Batch Size Tradeoff in Deep Learning #shorts,Greg Hogg,ok,ytdlp,675
_-UCcuB8nbw,https://www.youtube.com/watch?v=_-UCcuB8nbw,Machine Learning Project in Python: Predicting California Housing Prices,Greg Hogg,ok,ytdlp,56959
